,restaurant_id,restaurant_city,restaurant_zipcode,restaurant_province,pizza_id,pizza_price,pizza_name,pizza_description
634,AVwckjoOIN2L1WUfmdJP,Clifton Park,12065,Elnora,634,15.25,Pesto Pizza,"Fresh tomatoes, garlic, and mozzarella."
635,AVwckjoOIN2L1WUfmdJP,Clifton Park,12065,Elnora,635,15.25,Seafood Pizza,"Shrimp, clams, garlic, olive oil, and mozzarella (red or white) ."
636,AVwckjoOIN2L1WUfmdJP,Clifton Park,12065,Elnora,636,15.25,Shrimp Alfredo Pizza,"Shrimp, alfredo sauce, mushrooms, and mozzarella."
637,AVwckjoOIN2L1WUfmdJP,Clifton Park,12065,Elnora,637,15.25,Shrimp Scampi Pizza,"Garlic, special sauce, shrimp, and mozzarella."
638,AVwckjoOIN2L1WUfmdJP,Clifton Park,12065,Elnora,638,15.25,Steak Pizza,"Mushrooms, green peppers, onions, mozzarella, and American cheese. Comes in hot, BBQ, or ketchup."
639,AVwckjoOIN2L1WUfmdJP,Clifton Park,12065,Elnora,639,15.25,"Tomato, Bacon, and Ranch Pizza",With mozzarella and American cheese.
640,AVwckjoOIN2L1WUfmdJP,Clifton Park,12065,Elnora,640,15.25,Tropical Tease Pizza,"Bacon, fresh tomatoes, spinach, garlic, and olive oil (white) ."
641,AVwckjoOIN2L1WUfmdJP,Clifton Park,12065,Elnora,641,15.25,Vegetarian Pizza,"Broccoli, fresh tomatoes, peppers, onions, olives, eggplant, and mozzarella."
642,AVwckKm1_7pvs4fzwgoc,Lakeview,43331,OH,642,14.0,Florentine Pizza,
643,AVwckM0kByjofQCxfsF4,Manassas,20110,VA,643,7.99,3 Topping Pizza,
644,AVwckM0kByjofQCxfsF4,Manassas,20110,VA,644,7.99,Cheese Pizzas,
645,AVwckM0kByjofQCxfsF4,Manassas,20110,VA,645,7.99,Perfect Pizza Sub,"Veg option. Pepperoni, salami, pizza sauce, onion, green peppers, mushrooms ,olives, cheese"
646,AVwckM0kByjofQCxfsF4,Manassas,20110,VA,646,9.99,Specialty Pizza,
647,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,647,15.0,Baked Ziti Pizza,
648,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,648,15.0,Buffalo Chicken Pizza,Buffalo chicken strips topped with bleu cheese
649,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,649,10.0,Cheese Pizza,
650,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,650,15.0,Chicken Napolitano Pizza,
651,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,651,14.0,Chicken Parmigiana Pizza,
652,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,652,15.0,Eggplant Rollatini Pizza,
653,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,653,15.0,Everything Pizza,
654,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,654,15.0,Grilled Chicken Vodka Pizza,"Chicken cutlet, vodka sauce"
655,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,655,14.0,Hawaiian Pizza,
656,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,656,14.0,Italian Pizza,
657,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,657,14.0,Margherita Pizza,
658,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,658,7.95,Pizza Burger,"Mozzarella, tomato sauce"
659,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,659,7.5,Pizza Steak,
660,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,660,17.0,Shrimp Pizza Marinara,
661,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,661,14.95,Veal Pizzaiola,"Sauteed with mushrooms, red peppers and olives in a fresh marinara sauce"
662,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,662,15.0,Veggie Pizza,
663,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,663,13.0,White Pizza,With broccoli or tomatoes
664,AVwckqSbByjofQCxfxZ4,Weehawken,7086,NJ,664,13.0,Whole Wheat Pizza,
665,AVwckQyrByjofQCxfsx_,Williams,86046,AZ,665,11.89,Mexican Pizza,
666,AVwckSBUIN2L1WUfmZ6z,Los Angeles,90048,Bicentennial,666,9.95,Morning Pizza,"Caramelized onion, pancetta, and swiss cheese baked with 2 eggs on top."
667,AVwcksMNkufWRAb5wq2x,Seattle,98133,Richmond Highlands,667,1.2,Pizza Roll,
668,AVwcksxI_7pvs4fzwmd_,Richmond,23222,VA,668,20.99,Add To Large Pizzas,
669,AVwcksxI_7pvs4fzwmd_,Richmond,23222,VA,669,12.0,Any Large Pizza,"With up to 5 toppings, including specialties"
670,AVwcksxI_7pvs4fzwmd_,Richmond,23222,VA,670,21.0,Medium Pizza Offers,Three medium three topping pizzas
671,AVwckT2k_7pvs4fzwiOv,Portland,97222,OR,671,5.0,Cheesy Pizza,
672,AVwckTFIByjofQCxftO-,Louisville,40241,Brownsboro Farm,672,23.25,Bbq Chicken Pizza,"Instead of tomato sauce, this pizza gets covered with just the right amount of sweet bbq sauce, grilled chicken, and onions"
673,AVwckTFIByjofQCxftO-,Louisville,40241,Brownsboro Farm,673,17.0,Breakfast Pizza,
674,AVwckTFIByjofQCxftO-,Louisville,40241,Brownsboro Farm,674,3.35,Pizza By The Slice,
675,AVwckTFIByjofQCxftO-,Louisville,40241,Brownsboro Farm,675,8.0,Pizza Steak,
676,AVwckTFIByjofQCxftO-,Louisville,40241,Brownsboro Farm,676,20.0,Sicilian Pizza,"Our sicilian pizza has a deeper square crust and it is still hand tossed, coated in our signature sauce and then smothered with mozzarella cheese"
677,AVwckTFIByjofQCxftO-,Louisville,40241,Brownsboro Farm,677,25.25,Taco Pizza,"Take your standard issue taco and throw it on a pizza crust. beef, onions, lettuce, tomato and both nacho cheese and shredded cheese"
678,AVwckTFIByjofQCxftO-,Louisville,40241,Brownsboro Farm,678,23.25,Veggie Pizza,"We take our always delicious pizza and then we add a refreshing blend of veggies that includes spinach, mushrooms, onions, and broccoli"
679,AVwckTFIByjofQCxftO-,Louisville,40241,Brownsboro Farm,679,16.25,White Pizza,"Our white pizza offers a break from the traditional pizza. it starts off with our own hand tossed dough, covered in aglio e olio sauce, then topped with mozzarella and ricotta cheese"
680,AVwckwaDkufWRAb5wrtL,Hartford,6114,Htfd,680,14.0,Spicy Chicken Pizza,
681,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,681,2.75,2 Pizza Roll,
682,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,682,9.25,Bacon Cheeseburger Pizza,
683,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,683,9.25,Bbq Chicken Pizza,
684,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,684,9.25,Buffalo Chicken Pizza,
685,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,685,9.25,Chicken Alfredo Pizza,"Chicken, spinach Alfredo sauce."
686,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,686,9.25,Chicken Cacciatore Pizza,"Chicken, mushroom, green pepper and onion."
687,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,687,9.25,Chicken Fajita Pizza,
688,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,688,9.25,Chicken Special Pizza,
689,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,689,9.25,Greek Pizza,"Olives, spinach and feta cheese."
690,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,690,9.25,Grilled Chicken Pizza,
691,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,691,9.25,Hawaiian Pizza,
692,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,692,9.25,Honey Chicken Pizza,
693,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,693,9.25,Meat Lover Pizza,
694,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,694,9.25,Philly Steak Pizza,
695,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,695,3.25,Pita Pizza,Includes fresh sauce and mozzarella cheese.
696,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,696,4.25,Pizza Cheese Burger,
697,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,697,6.5,Pizza Cheese Burger Platter,Served with french fries and coleslaw and little salad.
698,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,698,4.5,Pizza Fries,
699,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,699,6.5,Pizza Steak,8 oz. topped quality sirloin steak or chicken with salt and pepper on toasted Italian bread.
700,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,700,7.99,Pizza Steak Platter,8 oz. topped quality sirloin steak or chicken with salt and pepper on toasted Italian bread. Served with french fries and coleslaw and little salad.
701,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,701,6.25,Plain Pizza,Includes fresh sauce and mozzarella cheese.
702,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,702,6.25,Plain White Pizza,
703,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,703,10.5,Seafood Pizza Platter,"Calamari, clam pieces, shrimp, crab meat, mushrooms, garlic, green peppers, pizza sauce and cheese."
704,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,704,9.25,Takka Sumpreme Pizza,"Beef pepperoni, beef sausage, mushrooms, onions, green peppers, olives, cheese and sauce."
705,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,705,9.25,Tomato Pie Pizza,"Chunky sauce, fresh tomato and oregano."
706,AVwckWBV_7pvs4fzwiqs,Philadelphia,19120,PA,706,9.25,Vegetables Pizza,
707,AVwckxgwIN2L1WUfmfvP,Rockville,20852,No Bethesda,707,17.5,Bbq Chicken Pizza,Our white pizza with cubes of chicken with bbq sauce
708,AVwckxgwIN2L1WUfmfvP,Rockville,20852,No Bethesda,708,18.5,Combo Pizza,Choice of 3 toppings
709,AVwckxgwIN2L1WUfmfvP,Rockville,20852,No Bethesda,709,12.0,Gluten Free Pizza,
710,AVwckxgwIN2L1WUfmfvP,Rockville,20852,No Bethesda,710,21.5,Lasagna Pizza,
711,AVwckxgwIN2L1WUfmfvP,Rockville,20852,No Bethesda,711,18.5,Margherita Pizza,"Fresh sliced tomatoes, fresh mozzarella slices and garden basil"
712,AVwckxgwIN2L1WUfmfvP,Rockville,20852,No Bethesda,712,21.5,Meat Pizza,"Pepperoni, sausage, meatballs, ham and bacon"
713,AVwckxgwIN2L1WUfmfvP,Rockville,20852,No Bethesda,713,17.5,New York Style Pizza,"Thin crust, hand tossed"
714,AVwckxgwIN2L1WUfmfvP,Rockville,20852,No Bethesda,714,21.5,Veggie Pizza,"Mushrooms, onions, green peppers, black olives, spinach, tomatoes and roasted red pepper"
715,AVwckxgwIN2L1WUfmfvP,Rockville,20852,No Bethesda,715,14.5,White Pizza,Traditional plain
716,AVwckz7okufWRAb5wsT5,Lehigh Acres,33971,FL,716,20.0,2 Large Cheese Pizzas,
717,AVwckz7okufWRAb5wsT5,Lehigh Acres,33971,FL,717,16.0,2 Medium Cheese Pizzas,
718,AVwckz7okufWRAb5wsT5,Lehigh Acres,33971,FL,718,22.0,3 Medium Cheese Pizzas,
719,AVwckz7okufWRAb5wsT5,Lehigh Acres,33971,FL,719,26.0,4 Medium Cheese Pizzas,
720,AVwckz7okufWRAb5wsT5,Lehigh Acres,33971,FL,720,4.0,Cheese Pizza,
721,AVwcl1rJIN2L1WUfmspl,Southlake,76092,TX,721,10.0,Nutella Pizza,
722,AVwcl1vLkufWRAb5w4DZ,Dinuba,93618,CA,722,12.99,Cheese Pizza,
723,AVwcl1vLkufWRAb5w4DZ,Dinuba,93618,CA,723,0.75,Pizza Sauce,
724,AVwcl3wsByjofQCxgAG7,Denver,80211,CO,724,2.95,Cheese Pizza,
725,AVwcl3wsByjofQCxgAG7,Denver,80211,CO,725,3.5,Pepperoni Pizza,
726,AVwcl3wsByjofQCxgAG7,Denver,80211,CO,726,3.75,Supreme Pizza,"Our pizza takes longer to make than our sandwiches, please be patient"
727,AVwcl691kufWRAb5w4-V,Yucaipa,92399,CA,727,16.53,Bbq Chicken Pizza,"Bbq sauce, chicken, red onion, garhc, cashews"
728,AVwcl691kufWRAb5w4-V,Yucaipa,92399,CA,728,,Bbq Chicken Pizza,"Bbq sauce, chicken, red onion, garhc, cashews"
729,AVwcl691kufWRAb5w4-V,Yucaipa,92399,CA,729,16.53,California Pizza,
730,AVwcl691kufWRAb5w4-V,Yucaipa,92399,CA,730,16.53,Chalet Pesto Pizza,"Pesto sauce, red onion, olives, artichoke hearts, tomatoes"
731,AVwcl691kufWRAb5w4-V,Yucaipa,92399,CA,731,16.53,Chalet Red Hot Pizza,"Franks red hot sauce, roasted chicken, bell peppers, onion jalapenos upon request"
732,AVwcl691kufWRAb5w4-V,Yucaipa,92399,CA,732,16.53,Chalet Vegetarian Pizza,"Olives, mushrooms, bell peppers, onions upon request cashews, tomatoes, artichoke hearts"
733,AVwcl691kufWRAb5w4-V,Yucaipa,92399,CA,733,16.53,Hawaiian Pizza,"Ham, bell peppers, pineapple cashews upon request"
734,AVwcl691kufWRAb5w4-V,Yucaipa,92399,CA,734,16.53,Margherita Pizza,"Olive oil, italian seasonings, garlic, tomatoes, italian sausage"
735,AVwcl691kufWRAb5w4-V,Yucaipa,92399,CA,735,16.53,Parmesan Chicken Pizza,"Tomatoes, roasted chicken, garlic, artichoke hearts, red onion ltalian seasoning, parmesan"
736,AVwcl691kufWRAb5w4-V,Yucaipa,92399,CA,736,16.53,Pizza Chalet Mexican Pizza,"Seasoned beef or chorizo, lettuce, tomatoes, crisp corn chips, cheese jalapeno peppers upon request"
737,AVwcl691kufWRAb5w4-V,Yucaipa,92399,CA,737,16.53,Pizza Chalet Special,
738,AVwcl691kufWRAb5w4-V,Yucaipa,92399,CA,738,16.53,Pizza Chalet Swiss Combo,"Pepperoni, salami, ham, on ions, bell peppers, black olives, mushrooms, sausage anchovies, shrimp, cashews upon request"
739,AVwcl691kufWRAb5w4-V,Yucaipa,92399,CA,739,16.53,Teriyaki Chicken Pizza,"Teriyaki sauce, roasted chicken, pineapple, green bell peppers"
740,AVwcl691kufWRAb5w4-V,Yucaipa,92399,CA,740,16.53,Texas Chicken Pizza,"Bbq sauce, roasted chicken, red onion, bacon, cheddar cheese"
741,AVwcl8yZ_7pvs4fzw00-,Milwaukee,53217,Glendale,741,7.75,Cheese Pizza,
742,AVwclAC4kufWRAb5wuX7,Addison,60101,IL,742,10.95,Pizza Mania,
743,AVwclAC4kufWRAb5wuX7,Addison,60101,IL,743,2.75,Pizza Puffs,
744,AVwclAC4kufWRAb5wuX7,Addison,60101,IL,744,3.0,Pizza Slice,"(Cheese, sausage, pepperoni) only"
745,AVwclAC4kufWRAb5wuX7,Addison,60101,IL,745,5.5,"Pizza Slice, Fries",Large drink only
746,AVwcleIFkufWRAb5wznl,Redondo Beach,90277,CA,746,6.5,Miso Pizza,
747,AVwcleIFkufWRAb5wznl,Redondo Beach,90277,CA,747,6.5,Tofu Pizza,
748,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,748,16.95,Bbq Chicken Pizza,
749,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,749,,Bbq Chicken Pizza,
750,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,750,16.95,Bruschetta Pizza,"Chopped tomatoes, red onions, fresh basil and garlic"
751,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,751,13.95,Chicken Parmigiana Pizza,
752,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,752,14.95,Deep Dish Pan Pizza,
753,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,753,13.95,Hawaiin Pizza,"Pineapple, ham and mozzarella"
754,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,754,11.5,Large Cheese Pizza,
755,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,755,2.25,Large Pizza,
756,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,756,7.25,Personal Pizza,
757,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,757,1.85,Pizza By The Slice,Regular
758,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,758,,Pizza By The Slice,Regular
759,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,759,18.95,Pizza De Mare,"Sauteed calamari, clams, shrimp, basil and mozzarella"
760,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,760,15.95,Sicilian Pizza,
761,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,761,10.5,Small Cheese Pizza,
762,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,762,2.0,Small Pizza,
763,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,763,17.5,Stuffed Pizza (meat),"Meatballs, pepperoni, sausage, ricotta"
764,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,764,17.5,Stuffed Pizza (vegetable),"Sauteed broccoli, spinach, mushroom, ricotta and mozzarella"
765,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,765,16.95,Toscana Pizza,Broccoli rabe and portobello mushrooms
766,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,766,14.95,Veal Pizzaiola,"Peppers, mushrooms, onions and marinara sauce"
767,AVwclFVk_7pvs4fzwq1R,Wyckoff,7481,NJ,767,15.95,Vodka Sauce Pizza,With sliced tomatoes and fresh basil
768,AVwclK0bByjofQCxf3dp,Modesto,95351,CA,768,10.59,Cheese Pizza,
769,AVwclKeWIN2L1WUfmkVA,Hilton Head Island,29928,SC,769,7.0,Kids Pizza,Kids pizza served with French fries
770,AVwclL8ykufWRAb5wwdX,Laurel,20723,MD,770,5.99,Pizza Fries,
771,AVwc-ln6_7pvs4fz0-I5,Belleview,34420,FL,771,16.5,Large 4 Topping Pizza,
772,AVwc-ln6_7pvs4fz0-I5,Belleview,34420,FL,772,,Large 4 Topping Pizza,
773,AVwc-ln6_7pvs4fz0-I5,Belleview,34420,FL,773,18.5,Large 6 Toppings Pizza,
774,AVwc-ln6_7pvs4fz0-I5,Belleview,34420,FL,774,,Large 6 Toppings Pizza,
775,AVwc-ln6_7pvs4fz0-I5,Belleview,34420,FL,775,14.5,Medium 4 Topping Pizza,
776,AVwc-ln6_7pvs4fz0-I5,Belleview,34420,FL,776,,Medium 4 Topping Pizza,
777,AVwc-ln6_7pvs4fz0-I5,Belleview,34420,FL,777,17.5,Medium 6 Topping Pizza,
778,AVwc-ln6_7pvs4fz0-I5,Belleview,34420,FL,778,,Medium 6 Topping Pizza,
779,AVwclODukufWRAb5ww0r,Fords,8863,NJ,779,4.95,Pizza Burger,Mozzarella cheese and tomato sauce
780,AVwclODukufWRAb5ww0r,Fords,8863,NJ,780,,Pizza Burger,Mozzarella cheese and tomato sauce
781,AVwclOpdIN2L1WUfmlHk,Saint George,84790,Bloomington Hills,781,14.99,Pizza Con Formaggio,
782,AVwclOYFIN2L1WUfmlD-,Prescott Valley,86314,AZ,782,5.75,Mexican Pizza,
783,AVwclTFcByjofQCxf5BO,Marblehead,1945,MA,783,2.5,Pizza Roll,
784,AVwcluzSIN2L1WUfmrNj,Ellicott City,21043,Oella,784,14.99,Pizza Abbroz,
785,AVwcluzSIN2L1WUfmrNj,Ellicott City,21043,Oella,785,14.99,Pizza Barbeque,
786,AVwcluzSIN2L1WUfmrNj,Ellicott City,21043,Oella,786,15.99,Pizza Carne,
787,AVwcluzSIN2L1WUfmrNj,Ellicott City,21043,Oella,787,14.29,Pizza Finito,
788,AVwcluzSIN2L1WUfmrNj,Ellicott City,21043,Oella,788,13.5,Pizza Fresca,
789,AVwcluzSIN2L1WUfmrNj,Ellicott City,21043,Oella,789,13.99,Pizza Hawaiian,
790,AVwcluzSIN2L1WUfmrNj,Ellicott City,21043,Oella,790,17.99,"Pizza Seafood, White or Red",
791,AVwcluzSIN2L1WUfmrNj,Ellicott City,21043,Oella,791,14.99,Pizza Stella Notte,
792,AVwcluzSIN2L1WUfmrNj,Ellicott City,21043,Oella,792,10.59,Plain Cheese Pizza,
793,AVwclViXByjofQCxf5g8,Honolulu,96816,Hono,793,10.0,Cheese Pizza,"Mozzarella, parmesan, marinara sauce"
794,AVwcm2_5kufWRAb5xD2s,Murfreesboro,37129,Murfreesbr,794,10.99,Barbeque Pizza,"Blended cheeses, red onions, BBQ sauce and pork or grilled chicken"
795,AVwcm2_5kufWRAb5xD2s,Murfreesboro,37129,Murfreesbr,795,12.99,Blackened Chicken Caesar Pizza,"Shredded romaine, caesar dressing, shredded parmesan cheese, marinated chicken"
796,AVwcm2_5kufWRAb5xD2s,Murfreesboro,37129,Murfreesbr,796,9.99,Cheese Pizza,Simple and delicious sauce and mozzarella
797,AVwcm2CSkufWRAb5xDpY,Dallas,75201,TX,797,3.75,Cheese Pizza,with marianara and parmesan.
798,AVwcm3sdIN2L1WUfm4hx,Philadelphia,19107,Wm Penn Anx W,798,1.0,Pizza Role,
799,AVwcmB6x_7pvs4fzw1mP,Salem,,OR,799,4.95,Enchilada Pizza,
800,AVwcmB6x_7pvs4fzw1mP,Salem,,OR,800,4.95,Mexican Pizza,
801,AVwcmB6x_7pvs4fzw1mP,Salem,,OR,801,4.95,Quesadilla Pizza,
802,AVwcmB6x_7pvs4fzw1mP,Salem,,OR,802,4.95,Taco Pizza,
803,AVwcmB6x_7pvs4fzw1mP,Salem,,OR,803,4.95,Tamale Pizza,
804,AVwcmB6x_7pvs4fzw1mP,Salem,,OR,804,4.95,Taquitos Pizza,
805,AVwcmeGpByjofQCxgG3_,Chatsworth,91313,CA,805,,"Flatbread Pizza, Caramelized Onion, Goat Cheese, Wild Mushrooms",
806,AVwcmeGpByjofQCxgG3_,Chatsworth,91313,CA,806,,"Flatbread Pizza, Fresh Mozzarella, Basil, Roasted Garlic and Pine Nuts",
807,AVwcmEON_7pvs4fzw15m,Chicago,60610,Fort Dearborn,807,6.5,Kids Pizza,Choose Cheese or Pepperoni
808,AVwcmEON_7pvs4fzw15m,Chicago,60610,Fort Dearborn,808,,Pizza of The Week,
809,AVwcmff_IN2L1WUfm0HP,Medford,2155,West Medford,809,12.0,White Pizza (no Sauce),"Basil, tomato, garlic and mozzarella"
810,AVwcmfTmkufWRAb5w_TL,Excelsior,55331,Deephaven,810,1.5,Additional Toppings Cheese Pizza,"Pepperoni, onions, banana peppers, bacon, artichokes, roasted red peppers, sausage, roma tomatoes, kalamata olives, ham, broccoli, black olives, chicken, mushrooms, green olives, meatballs, green peppers, anchovies, canadian bacon, pineapple, extra cheese, jalapenjos, spinach, bleu cheese"
811,AVwcmfTmkufWRAb5w_TL,Excelsior,55331,Deephaven,811,12.5,Buffalo Chicken Pizza,"Marinated chicken, gorgonzola with an infused buttermilk ranch buffalo sauce"
812,AVwcmfTmkufWRAb5w_TL,Excelsior,55331,Deephaven,812,9.95,Cheese Pizza,
813,AVwcmfTmkufWRAb5w_TL,Excelsior,55331,Deephaven,813,6.95,Dessert Pizza,With nutella and powder sugar
814,AVwcmfTmkufWRAb5w_TL,Excelsior,55331,Deephaven,814,12.5,Pizza Bruschetta,"Roma tomatoes, onions, fresh basil, mozzarella and with garlic olive oil sauce"
815,AVwcmfTmkufWRAb5w_TL,Excelsior,55331,Deephaven,815,4.75,Slice of Cheese Pizza,
816,AVwcmfTmkufWRAb5w_TL,Excelsior,55331,Deephaven,816,10.95,Thick or Thin Crust Cheese Pizza,
817,AVwcmfYgByjofQCxgHHI,Findlay,45840,OH,817,7.5,Pizza,
818,AVwcmfYgByjofQCxgHHI,Findlay,45840,OH,818,2.0,Pizza By The Slice,"With one item, add 0.35 for each additional item"
819,AVwcmfYgByjofQCxgHHI,Findlay,45840,OH,819,14.99,Taco Pizza,"Taco meat, onions, black olives, cheddar and mozzarella cheese, taco sauce, lettuce and tomatoes"
820,AVwcmfYgByjofQCxgHHI,Findlay,45840,OH,820,13.5,Vegetarian Pizza,"Mushrooms, onions, green peppers, black olives, and mozzarella cheese"
821,AVwcmhOFkufWRAb5w_um,Lincoln,2865,RI,821,8.0,Thin Grilled Pizza or Thick Crust,
822,AVwcmhOFkufWRAb5w_um,Lincoln,2865,RI,822,,Thin Grilled Pizza or Thick Crust,
823,AVwcmkzOIN2L1WUfm1B1,Justice,60458,IL,823,,Pizza Bread,
824,AVwcmkzOIN2L1WUfm1B1,Justice,60458,IL,824,3.75,Pizza Bread,
825,AVwcmMQ6_7pvs4fzw3Ps,Nashville,37201,TN,825,13.5,Flatbread Pizza of The Day (yazoo Pale Ale),Chefs selection of the freshest ingredients. please ask your server for details
826,AVwcmnV0ByjofQCxgIdf,Henderson,89074,NV,826,10.0,9th Island Pizza,"Portugese Sausage, Spam, Jalapenos, Pineapple, and Mozzarella Cheese"
827,AVwcmp9nkufWRAb5xBPB,Lafayette,70508,LA,827,4.25,Mexican Pizza,
828,AVwcmxalkufWRAb5xCoI,Brookpark,44142,OH,828,,White Pizza,"Olive oil, fresh garlic, basil and oregano with your choice of toppings"
829,AVwcn3MD_7pvs4fzxLAq,Baltimore,21223,MD,829,5.0,Cheese Personal Pizza,
830,AVwcnAtOByjofQCxgM4L,Camdenton,65020,MO,830,11.59,Cheese Pizza,
831,AVwcnAtOByjofQCxgM4L,Camdenton,65020,MO,831,2.99,Mini Pizza Bites,
832,AVwcnAtOByjofQCxgM4L,Camdenton,65020,MO,832,1.99,Pizza By The Slice,
833,AVwcnAtOByjofQCxgM4L,Camdenton,65020,MO,833,15.99,Specialty Pizza,
834,AVwcnC2kIN2L1WUfm6Qb,Rahway,7065,NJ,834,22.0,Bistecca Alla Pizzaiola,"A great traditional Italian dish our rib steak cooked to your liking with a slice of mozzarella cheese, roasted peppers and fresh sliced mushrooms"
835,AVwcnC2kIN2L1WUfm6Qb,Rahway,7065,NJ,835,,Bistecca Alla Pizzaiola,"A great traditional Italian dish our rib steak cooked to your liking with a slice of mozzarella cheese, roasted peppers and fresh sliced mushrooms"
836,AVwcnC2kIN2L1WUfm6Qb,Rahway,7065,NJ,836,9.0,Pizza Burger,This dinner original is served with mozzarella cheese and topped with our homemade marinara sauce
837,AVwcnDT5kufWRAb5xF8Y,Wayne,19087,Saint Davids,837,19.0,Covaccino Pizza,
838,AVwcnDT5kufWRAb5xF8Y,Wayne,19087,Saint Davids,838,12.0,Margarita Pizza,"San marzano tomatoes, basil, mozzarella cheese, olive oil"
839,AVwcnDT5kufWRAb5xF8Y,Wayne,19087,Saint Davids,839,9.0,Marinara Pizza (tomato Pie),"San marzano tomatoes, garlic, oregano, olive oil"
840,AVwcnDT5kufWRAb5xF8Y,Wayne,19087,Saint Davids,840,12.0,Nutella Pizza,Please order with your meal during peak hours
841,AVwcnDT5kufWRAb5xF8Y,Wayne,19087,Saint Davids,841,11.0,White Pizza,"Mozzarella cheese, basil garlic, oregano, olive oil"
842,AVwcneD-kufWRAb5xKrk,Rye,10580,NY,842,12.0,Breakfast Pizza,
843,AVwcneD-kufWRAb5xKrk,Rye,10580,NY,843,10.0,Breakfast Pizza,
844,AVwcnKeSByjofQCxgOzO,Houston,77096,TX,844,10.99,Greek Pizza,"Banana pepper, pepperoni, onion, tomato, feta cheese"
845,AVwcnKeSByjofQCxgOzO,Houston,77096,TX,845,10.99,Mediterranean Pizza,
846,AVwcnnBKByjofQCxgTeF,Sykesville,21784,MD,846,9.0,Breakfast Pizza,"2 Eggs, Sausage, Bacon, and Cheddar Jack."
